,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Occupation,Account_Balance,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district
7064,Xorazm viloyati - Urganch,af8edc46-8f2d-4e8d-aca3-b7e25fd94a25,Christina Holland,erkak,70,Ipoteka,191567896,14.76,60,2024-07-29,Kechikkan,O'qituvchi,46475476,Qashqadaryo,Shahrisabz,32063,1,75,1176
7065,Qashqadaryo viloyati - Beshkent,74225bf7-c6ff-444f-b6c0-6d7fbec2c93d,Alexander Booth,erkak,24,Ta'lim,387256788,22.24,36,2021-09-13,Kechikkan,Ishchi,65220174,Sirdaryo,Guliston,55176,1,235,4862
7066,Qashqadaryo viloyati - Kitob,248bf32e-c649-4e00-a5ec-29ab1ed10161,Kristen Smith,erkak,35,Ta'lim,298802043,24.48,24,2025-02-11,To'langan,Ishchi,95325057,Navoiy,Qiziltepa,13911,1,247,598
7067,Sirdaryo viloyati - Shirin,323d31e4-9edb-4c79-b7cc-fa3d92c89066,Gloria Romero,erkak,22,Ta'lim,296384429,10.44,72,2024-08-23,Jarayonda,Boshqaruvchi,18114070,Jizzax,Do‘stlik,92508,1,249,6524
7068,Samarqand viloyati - Kattaqo‘rg‘on,57898b76-149d-4850-8dd7-4b2afa08d978,Jessica Sanchez,ayol,30,Biznes,142831594,19.21,24,2022-04-23,Kechikkan,Tadbirkor,26077077,Xorazm,Urganch,236963,2,257,4614
7069,Surxondaryo viloyati - Denov,c6871f7e-8ad1-4ad8-a089-903e9486a703,Kevin Bernard,erkak,37,Fermerlik,414244279,13.84,48,2021-09-12,Jarayonda,Boshqaruvchi,81226974,Namangan,Pop,440092,5,239,25049
7070,Namangan viloyati - Chortoq,bfa24d52-74e1-43a5-b3f8-9e48adeecd85,Teresa Charles,erkak,18,Ipoteka,21382818,18.56,48,2024-01-27,Kechikkan,Boshqaruvchi,68162461,Surxondaryo,Denov,128469,1,219,5813
7071,Xorazm viloyati - Urganch,fc900c91-f212-40e1-ba09-8b3ff2d2197f,Sara Gillespie,ayol,51,Avtokredit,309155379,17.17,72,2022-07-03,Jarayonda,Fermer,23804065,Qashqadaryo,Koson,6646,0,81,876
7072,Surxondaryo viloyati - Sherobod,8da93483-62fd-44c8-8a48-4b8cba980ed7,Robert Collins,ayol,39,Fermerlik,230754926,17.44,72,2024-10-28,Jarayonda,Talaba,86639042,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
7073,Namangan viloyati - Pop,a1df77bc-284d-4b5a-9828-06c7701ddbe1,Mark Murray,ayol,21,Biznes,14961439,15.22,72,2021-04-03,To'langan,O'qituvchi,13048430,Buxoro,Kogon,49512,1,236,4431
7074,Xorazm viloyati - Yangibozor,e64054cc-ae7e-46bd-b958-829da157ac7b,Troy Parks,erkak,28,Ta'lim,371837506,15.18,72,2021-03-29,To'langan,Ishchi,98022077,Navoiy,Qiziltepa,13911,0,247,598
7075,Jizzax viloyati - Do‘stlik,308e85f1-c570-4d12-bc9a-79651de6699c,Jesus Reid,ayol,53,Biznes,470131216,14.15,60,2022-06-08,To'langan,Tadbirkor,43058903,Samarqand,Toyloq,287007,4,108,31724
7076,Namangan viloyati - Namangan,3fedc05e-5d4d-4c4d-b97f-99d42fddf6fd,Jane Brown,ayol,46,Fermerlik,380455095,20.36,60,2023-11-21,To'langan,O'qituvchi,31893262,Xorazm,Yangibozor,315273,4,232,3499
7077,Surxondaryo viloyati - Sherobod,6c88c005-cf72-48e8-aaed-1cc2eed5c577,John Lawrence,ayol,58,Avtokredit,398962788,12.92,24,2022-08-05,Kechikkan,Boshqaruvchi,59104132,Surxondaryo,Sherobod,218888,2,257,13143
7078,Xorazm viloyati - Yangibozor,43800971-5106-4d0a-85db-f2cee1cc2b7e,Carmen Alexander,ayol,64,Ipoteka,265611790,11.09,36,2024-10-12,Kechikkan,O'qituvchi,75523405,Surxondaryo,Sherobod,218888,3,257,13143
7079,Jizzax viloyati - Do‘stlik,6a9c54c5-6706-421d-9fd4-f973543ea42c,Jonathan Brown,erkak,50,Biznes,374798545,18.7,24,2021-07-28,To'langan,Talaba,38724895,Fargʻona,Marg‘ilon,251803,4,266,15042
7080,Andijon viloyati - Asaka,3fcb4e44-5601-41ee-ac6d-c99d3ef570f3,Richard Knight,erkak,59,Ipoteka,104517091,21.56,24,2020-10-13,Jarayonda,Ishchi,67673425,Buxoro,Buxoro,1000,1,218,59
7081,Jizzax viloyati - Jizzax,9f32de96-943b-4f7a-8b51-516f210f2637,Christopher Jones,erkak,48,Ipoteka,433368311,21.86,72,2024-03-12,To'langan,O'qituvchi,51284807,Navoiy,Qiziltepa,13911,1,247,598
7082,Navoiy viloyati - Zarafshon,5162830a-1a77-46f5-82e0-e732003a1786,Sarah Lawrence,ayol,35,Ipoteka,165603337,24.66,48,2025-06-26,Kechikkan,Ishchi,94548033,Toshkent shahri,Chilonzor,269202,4,87,31888
7083,Jizzax viloyati - G‘allaorol,23e64101-d3c2-43f2-b542-d58dee3c7696,Derrick Gomez,ayol,54,Avtokredit,179319821,17.92,12,2023-09-25,To'langan,Boshqaruvchi,27812746,Fargʻona,Qo‘qon,283539,3,211,26120
7084,Andijon viloyati - Andijon,f392deb5-4bbd-493d-9cdf-10dc4fbfd557,Robert Williamson,erkak,57,Ipoteka,147563216,15.39,72,2023-06-10,Jarayonda,Boshqaruvchi,29298875,Jizzax,Do‘stlik,92508,1,249,6524
7085,Qashqadaryo viloyati - Shahrisabz,6557ded5-11d8-43ad-813c-351e9fe6c460,Debra Decker,ayol,41,Ta'lim,441285279,12.59,48,2022-05-02,Kechikkan,Boshqaruvchi,97968882,Toshkent shahri,Mirobod,356475,4,104,9667
7086,Qashqadaryo viloyati - Beshkent,9d90a60f-5b20-4742-9995-1f273eb0d8d9,Robin Charles,erkak,62,Ta'lim,346881708,17.25,72,2024-02-14,Jarayonda,Talaba,79000391,Qashqadaryo,Dehqonobod,8579,0,78,830
7087,Sirdaryo viloyati - Sirdaryo,89045ccb-dc1a-41ce-89a0-0ac95125711c,Christopher Jimenez,ayol,29,Fermerlik,448011078,14.02,12,2021-05-17,Jarayonda,Ishchi,54565025,Navoiy,Qiziltepa,13911,0,247,598
7088,Navoiy viloyati - Navoiy,bb5608ee-e2dc-4a2d-98ad-72a41d3d7224,Joseph Smith,ayol,35,Ta'lim,284769672,21.17,24,2021-09-21,Kechikkan,Boshqaruvchi,11860492,Namangan,Chortoq,210264,3,236,9822
7089,Farg‘ona viloyati - Marg‘ilon,fb490410-df77-4286-8581-359076816622,Sergio Smith,erkak,50,Ta'lim,466131371,10.07,36,2022-09-20,To'langan,Tadbirkor,13153562,Sirdaryo,Sirdaryo,115267,1,238,4878
7090,Qashqadaryo viloyati - Qarshi,703ee34d-cf48-4a65-84d2-8da9f3df34f1,Tyler Young,erkak,63,Avtokredit,50996053,19.57,12,2023-09-25,To'langan,O'qituvchi,44945846,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261
7091,Namangan viloyati - Pop,9097f1d0-ad00-4275-a518-7791e0ac1643,Robert Stevens,erkak,37,Fermerlik,96067907,11.67,12,2022-07-07,Jarayonda,Tadbirkor,56087048,Jizzax,Do‘stlik,92508,2,249,6524
7092,Qoraqalpog‘iston - Taxiatosh,92f3cee6-ac01-4dc2-8a8c-1e1ef27f7f15,Christopher Stewart,erkak,25,Ta'lim,113226134,18.46,24,2024-02-07,To'langan,Tadbirkor,32285339,Qashqadaryo,Yakkabog‘,27717,1,77,3060
7093,Sirdaryo viloyati - Guliston,94be4f0e-4a85-4aaf-bab2-eb3ea55a19c3,Michelle Allison,erkak,69,Ta'lim,465939946,22.74,60,2021-02-05,Kechikkan,Fermer,34495037,Toshkent viloyati,Chinoz,78727,2,127,9337
7094,Andijon viloyati - Shahrixon,8ff92373-9f8e-47f4-b3e2-988ead89b161,Nicholas Aguirre,erkak,49,Ta'lim,68413715,24.42,72,2024-09-04,Jarayonda,O'qituvchi,84902089,Namangan,Pop,440092,5,239,25049
7095,Qashqadaryo viloyati - Qarshi,f0883049-8052-427d-a4c7-629fe375f0e9,John Barnes,ayol,47,Fermerlik,242400483,16.79,12,2023-02-09,To'langan,Fermer,18737666,Jizzax,G‘allaorol,17080,1,240,1129
7096,Surxondaryo viloyati - Termiz,d3c841f7-ad41-412b-a833-4d91b45e8e9c,Lisa Gibbs,erkak,55,Ta'lim,106391781,16.58,48,2021-06-08,Jarayonda,Ishchi,69327276,Sirdaryo,Guliston,55176,1,235,4862
7097,Qashqadaryo viloyati - Beshkent,33d313f0-9de4-4c09-8e19-c4701f775c26,Ashley Gutierrez,ayol,31,Avtokredit,161493549,20.07,24,2025-01-19,Jarayonda,Ishchi,64315334,Toshkent viloyati,Chinoz,78727,2,127,9337
7098,Xorazm viloyati - Urganch,b8c04359-ec1c-47a1-b14f-1d3acb04d73a,Lisa Hill,ayol,56,Avtokredit,409723511,13.39,12,2024-05-08,Kechikkan,Ishchi,46008673,Samarqand,Samarqand,79667,1,126,9757
7099,Samarqand viloyati - Kattaqo‘rg‘on,07f43955-ba7c-45c5-a5b6-00745495ab26,Shannon Quinn,ayol,54,Avtokredit,235384920,21.93,48,2023-10-06,To'langan,Talaba,13821525,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
7100,Navoiy viloyati - Qiziltepa,b98f1e22-139f-40f1-8f97-05ecfba2c2f8,Taylor Martinez,erkak,50,Ta'lim,193519504,12.2,48,2021-02-21,To'langan,Boshqaruvchi,45426959,Toshkent shahri,Uchtepa,599036,6,85,57472
7101,Navoiy viloyati - Qiziltepa,836a9643-3532-437d-af54-b929a0b6ab5e,Eric Miller MD,ayol,70,Avtokredit,315616089,17.88,24,2021-08-15,To'langan,Fermer,50640889,Sirdaryo,Guliston,55176,1,235,4862
7102,Sirdaryo viloyati - Guliston,44eaa82e-9075-4267-b97f-793d63252c13,Eric Burns,ayol,19,Fermerlik,88704477,22.9,36,2022-01-01,To'langan,O'qituvchi,36252276,Qashqadaryo,Koson,6646,0,81,876
7103,Andijon viloyati - Shahrixon,6a3564e6-6e3f-427c-8c57-3616119bc8ab,Kevin Miller,erkak,59,Ipoteka,273535154,13.03,36,2024-02-23,Kechikkan,Boshqaruvchi,98414855,Surxondaryo,Sherobod,218888,2,257,13143
7104,Qashqadaryo viloyati - Beshkent,54f324f7-af65-4e71-9841-e980481e2127,Kyle Anderson,ayol,67,Biznes,292285156,20.87,60,2024-09-30,Kechikkan,Tadbirkor,43401519,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
7105,Namangan viloyati - Chortoq,31b73fed-df5b-4f66-85b6-32c3e98ecf2e,Jerry Heath,erkak,53,Ipoteka,432973124,20.76,36,2021-06-03,Jarayonda,Boshqaruvchi,43724409,Andijon,Andijon,535564,6,230,5751
7106,Sirdaryo viloyati - Guliston,e1f57f75-8720-4bec-91a5-817598805aaa,Lisa Mitchell,erkak,66,Avtokredit,373056990,21.18,24,2023-07-05,Kechikkan,Boshqaruvchi,71343625,Samarqand,Samarqand,79667,2,126,9757
7107,Qashqadaryo viloyati - Beshkent,857c30f4-7871-4c0b-b711-91e6af462d27,Kristie Ford,erkak,23,Biznes,363643822,16.96,24,2025-03-16,To'langan,Fermer,865891,Surxondaryo,Denov,128469,1,219,5813
7108,Jizzax viloyati - Do‘stlik,152980db-a5a6-4b7e-80b0-7d89d184ace6,Darren Cruz,erkak,30,Ta'lim,28652476,24.7,12,2020-11-12,To'langan,Fermer,78369383,Toshkent shahri,Shayxontohur,680292,8,83,77932
7109,Namangan viloyati - Chortoq,a6ec6e1d-795e-4330-b5c8-c02337caf845,Kevin Montoya Jr.,ayol,28,Biznes,46038619,12.44,36,2023-08-02,Jarayonda,Fermer,4492191,Buxoro,Buxoro,1000,0,218,59
7110,Namangan viloyati - Chortoq,97cf411b-6de6-4508-943e-72bb7e1a2530,Martin Watson,ayol,55,Fermerlik,377296485,23.39,72,2022-02-28,Jarayonda,Ishchi,12627816,Toshkent shahri,Sergeli,193458,3,98,4762
7111,Qashqadaryo viloyati - Qarshi,3bac9100-f787-4bc0-8d5b-5c9213e94ae2,Beverly Gordon DVM,ayol,38,Ta'lim,267695595,22.94,72,2025-09-11,Kechikkan,Tadbirkor,11343764,Toshkent viloyati,Chinoz,78727,1,127,9337
7112,Sirdaryo viloyati - Shirin,b189022e-7097-4f70-9b23-75b270e01a97,Larry Haynes,erkak,54,Avtokredit,93117796,16.95,36,2025-05-16,Jarayonda,Boshqaruvchi,68809769,Andijon,Andijon,535564,6,230,5751
7113,Toshkent viloyati - Bekobod,68ce62dd-ad13-4727-8ee0-c53f10d4f2d6,David Jones,ayol,33,Avtokredit,357669457,11.78,48,2025-01-25,Jarayonda,Boshqaruvchi,19594224,Qashqadaryo,Qamashi,34978,1,71,5168
7114,Qashqadaryo viloyati - Kitob,385b77da-b910-419e-beeb-cd4f03b62d4e,Carol Pineda,ayol,50,Ta'lim,108623014,10.63,72,2025-02-04,Jarayonda,Tadbirkor,44905269,Toshkent viloyati,Chirchiq,373498,5,131,24067
7115,Samarqand viloyati - Kattaqo‘rg‘on,ac631125-a47a-4f19-9271-d737fd131fb1,Tiffany Hooper DVM,erkak,35,Ta'lim,156567429,22.13,72,2023-01-08,To'langan,Talaba,8836613,Samarqand,Kattaqo‘rg‘on,216959,3,117,23327
7116,Namangan viloyati - Pop,3e4cdee0-fd9d-46dc-b2ee-c5376a55a501,Melvin Dennis,erkak,54,Ta'lim,428840686,17.17,36,2021-06-02,Kechikkan,Talaba,89340354,Namangan,Namangan,54601,1,222,2839
7117,Qashqadaryo viloyati - Kitob,5eb914e2-6b58-49ea-aeb9-c827efaa82bc,Kristin Martinez,ayol,49,Fermerlik,139531893,22.84,48,2022-11-03,To'langan,Boshqaruvchi,22636470,Surxondaryo,Sherobod,218888,2,257,13143
7118,Qoraqalpog‘iston - Nukus,6e2d9008-e5ec-4c2e-b30b-6ed0b580b59a,Brianna Torres,ayol,46,Ipoteka,116127001,10.83,72,2023-04-28,Kechikkan,O'qituvchi,37920805,Toshkent viloyati,Chinoz,78727,1,127,9337
7119,Surxondaryo viloyati - Sherobod,81dac28f-ef20-43b0-ad29-e7a5ff515b58,Peter Escobar,ayol,56,Ta'lim,148671484,20.68,36,2024-12-23,Kechikkan,Boshqaruvchi,15413696,Surxondaryo,Sherobod,218888,2,257,13143
7120,Qoraqalpog‘iston - Taxiatosh,b785ca31-1bc3-4595-8873-ab7b90737de8,Christie Bowen,ayol,56,Biznes,315416822,15.02,48,2024-09-17,Jarayonda,Fermer,96789974,Surxondaryo,Denov,128469,2,219,5813
7121,Qashqadaryo viloyati - Yakkabog‘,d5b41445-4a7a-460d-a43b-004c8b80539a,Kathryn Rose,ayol,67,Ipoteka,220960849,21.71,48,2021-11-20,To'langan,Tadbirkor,44040465,Fargʻona,Qo‘qon,283539,4,211,26120
7122,Navoiy viloyati - Qiziltepa,f60c860c-c777-4ea1-9e48-23242555c709,Keith Perkins,ayol,70,Fermerlik,55267084,18.89,24,2022-07-11,Kechikkan,Tadbirkor,85394807,Namangan,Pop,440092,5,239,25049
7123,Samarqand viloyati - Samarqand,bff91c68-9c74-455a-bc75-f6f2b44ef000,Donald Chandler,erkak,48,Fermerlik,302455682,16.11,60,2023-10-26,To'langan,Boshqaruvchi,58385728,Jizzax,Do‘stlik,92508,2,249,6524
7124,Toshkent shahri,786eea8a-bcc4-4ad4-a1e6-148dbd88e2d4,Michael Coleman,erkak,48,Fermerlik,25790519,24.92,72,2025-09-28,Kechikkan,O'qituvchi,22942415,Toshkent viloyati,Yangiyo‘l,9906,0,127,324
7125,Qashqadaryo viloyati - Yakkabog‘,3dc7632f-1195-4c07-83c7-ee1dc8dd9d0c,Monica Jackson,erkak,64,Fermerlik,155681267,15.67,36,2025-07-13,Jarayonda,O'qituvchi,91155596,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
7126,Qashqadaryo viloyati - Qarshi,9367678c-96cf-4dd0-8841-c1b6215417f0,Jon Ellis,ayol,45,Ta'lim,35985976,15.02,12,2024-02-07,Kechikkan,O'qituvchi,12355065,Toshkent shahri,Mirobod,356475,5,104,9667
7127,Andijon viloyati - Shahrixon,f25e2eb1-0b67-436e-a5d2-74ecbc300851,Pamela Brooks,erkak,22,Ipoteka,455586975,19.65,36,2025-03-07,Kechikkan,Fermer,75222226,Jizzax,G‘allaorol,17080,1,240,1129
7128,Qoraqalpog‘iston - Nukus,eda6dd2a-09f0-4d29-ba3d-164ffdc0d5ec,Paula Gray DDS,ayol,34,Ta'lim,11917645,19.01,12,2025-04-09,Kechikkan,Talaba,96057259,Sirdaryo,Guliston,55176,1,235,4862
7129,Toshkent viloyati - Bekobod,28883ccc-d41f-4a1f-b484-711a10e39dbe,Lisa Perez,erkak,46,Fermerlik,23332471,20.69,12,2024-07-14,Jarayonda,Talaba,37037359,Xorazm,Yangibozor,315273,4,232,3499
7130,Qashqadaryo viloyati - Kitob,d12c4c08-c8f9-4abd-b7a0-0900a73f7a62,Jacob Hernandez,ayol,40,Ta'lim,247171051,10.53,24,2023-06-02,To'langan,O'qituvchi,29695144,Qashqadaryo,Qamashi,34978,1,71,5168
7131,Qashqadaryo viloyati - Beshkent,07791a35-4743-4b61-9379-a0830221c86c,Joshua Adams,erkak,42,Ta'lim,331797702,21.16,60,2023-05-08,To'langan,Boshqaruvchi,91472685,Andijon,Andijon,535564,5,230,5751
7132,Samarqand viloyati - Samarqand,f60cc44c-5414-4ad7-ab9e-e2d93bfcc39f,Dominic Watkins,erkak,37,Avtokredit,136686667,15.11,60,2021-02-28,Jarayonda,O'qituvchi,63961685,Navoiy,Zarafshon,20067,0,227,666
7133,Farg‘ona viloyati - Qo‘qon,dcf579f7-ef14-452a-8d9a-d81215ccc3c0,Charles Garcia,ayol,51,Ta'lim,245408309,12.82,60,2024-06-05,To'langan,Tadbirkor,12177242,Toshkent shahri,Yashnobod,1000,1,88,28
7134,Andijon viloyati - Shahrixon,e1c76e13-b51c-44eb-9322-5ba467d9cf35,Stephanie Hartman,erkak,59,Avtokredit,282297731,16.59,48,2021-11-17,To'langan,Ishchi,71052108,Xorazm,Yangibozor,315273,3,232,3499
7135,Qashqadaryo viloyati - Qarshi,ad914dbd-e498-4d75-89a1-c63f3e17b795,David Gardner,ayol,50,Avtokredit,341135915,13.53,60,2023-12-09,Jarayonda,O'qituvchi,60323492,Samarqand,Oqdaryo,212559,2,113,26189
7136,Xorazm viloyati - Urganch,10143118-e49b-491e-988c-505626a1ca1c,Jordan Hall,erkak,49,Ipoteka,155189287,14.62,60,2025-06-22,To'langan,Ishchi,55808819,Namangan,Pop,440092,4,239,25049
7137,Namangan viloyati - Pop,8c3c5f6c-b9a3-4344-a24e-0284f6738aef,Jason Holland,erkak,53,Ipoteka,217998233,18.19,24,2020-11-10,Jarayonda,Ishchi,59726148,Fargʻona,Marg‘ilon,251803,4,266,15042
7138,Toshkent viloyati - Angren,9a65a679-b0f5-4119-8d64-bcf2f9c0d954,Kimberly Blair,ayol,66,Fermerlik,202261330,14.28,24,2024-12-27,Jarayonda,Tadbirkor,37506515,Surxondaryo,Termiz,162099,2,237,12944
7139,Jizzax viloyati - Do‘stlik,608d90a1-16f5-4ddf-9cfd-b9e74fbc001e,Jennifer Glass,erkak,31,Avtokredit,314195674,15.77,48,2022-01-18,Jarayonda,O'qituvchi,40352390,Toshkent viloyati,Bekobod,360270,4,102,12267
7140,Andijon viloyati - Asaka,04a4f98c-e85f-438c-88a8-4e6bc278e9cd,Brandon Phillips DVM,ayol,40,Ta'lim,304438061,10.65,72,2024-12-06,Kechikkan,Talaba,75069890,Samarqand,Pastdarg‘om,105713,1,132,15720
7141,Farg‘ona viloyati - Marg‘ilon,5cd43e56-bdfa-4f2e-bee7-7e12153f6208,Robin Stark,erkak,45,Avtokredit,312959285,12.93,12,2021-07-06,Kechikkan,Tadbirkor,422253,Jizzax,Jizzax,78543,2,235,3949
7142,Qashqadaryo viloyati - Koson,658bf682-ce96-4ead-872d-2481c2c3bb87,Rachael Phillips DVM,ayol,20,Ipoteka,312017389,13.96,24,2025-09-06,To'langan,O'qituvchi,26297607,Sirdaryo,Shirin,77686,2,255,9183
7143,Surxondaryo viloyati - Termiz,1a9dfee8-d205-4bb2-bf4a-7f3b223aa3a0,David Williams,erkak,22,Ta'lim,457960776,18.92,72,2022-12-11,Jarayonda,Boshqaruvchi,83685550,Jizzax,G‘allaorol,17080,0,240,1129
7144,Qashqadaryo viloyati - Koson,e5394b17-bcc5-47ba-8d32-68969acb166a,Brandon Scott,ayol,38,Fermerlik,311401148,21.0,48,2021-01-30,Kechikkan,Talaba,90074201,Buxoro,G‘ijduvon,62601,2,233,6501
7145,Buxoro viloyati - Buxoro,f41952eb-ebc7-4530-aeca-04eb4245d11c,Gerald Green,ayol,41,Fermerlik,279077641,23.54,24,2024-05-26,Jarayonda,Boshqaruvchi,37976831,Toshkent viloyati,Bekobod,360270,5,102,12267
7146,Qashqadaryo viloyati - Shahrisabz,475754ec-eb47-4b14-954b-5ca8a5aac6f9,Paul Pratt DDS,ayol,27,Biznes,69927394,18.46,72,2021-02-03,Kechikkan,Boshqaruvchi,643076,Sirdaryo,Sirdaryo,115267,2,238,4878
7147,Jizzax viloyati - Jizzax,7d2eba38-3a00-4331-ac54-ed6cb2e84304,Matthew Leon DDS,ayol,35,Avtokredit,46220249,13.94,60,2023-12-30,Jarayonda,Fermer,7165750,Namangan,Chortoq,210264,2,236,9822
7148,Xorazm viloyati - Yangibozor,5dc6a64d-64da-4620-94d1-fa670f55f5df,James Bruce,ayol,70,Ipoteka,457283676,14.48,24,2023-02-10,Jarayonda,Talaba,96142752,Sirdaryo,Guliston,55176,1,235,4862
7149,Jizzax viloyati - Do‘stlik,12682d52-025a-4387-9739-ca962941b359,Jose White,ayol,44,Ta'lim,189386849,24.03,60,2024-06-17,Jarayonda,Talaba,36048329,Buxoro,Kogon,49512,1,236,4431
7150,Toshkent shahri,2ba6d2f2-5fc8-432b-b4b5-eeda68c54c8f,Sonya Tran,erkak,55,Biznes,237480170,23.95,60,2024-02-14,Jarayonda,Boshqaruvchi,89162475,Toshkent viloyati,Chirchiq,373498,4,131,24067
7151,Samarqand viloyati - Kattaqo‘rg‘on,16a8cc40-208a-46d5-bfa2-80aaedc7246b,Matthew Simon,erkak,41,Ta'lim,349073588,14.6,60,2021-12-10,To'langan,Talaba,64354890,Navoiy,Qiziltepa,13911,0,247,598
7152,Farg‘ona viloyati - Farg‘ona,7e3c0228-ad4f-4b27-a476-7ae283833c59,Richard Harris,erkak,19,Fermerlik,99648806,19.25,72,2024-09-03,To'langan,Fermer,71742103,Andijon,Andijon,535564,6,230,5751
7153,Buxoro viloyati - Kogon,f5dcab9a-e197-4d95-b5dd-4f83974b6ac3,Monica Blake,erkak,69,Ipoteka,451582630,22.74,36,2021-10-23,To'langan,Ishchi,47627589,Andijon,Asaka,302451,3,236,42183
7154,Sirdaryo viloyati - Guliston,bad16e1d-3427-465b-94ad-8c8b4d2bb490,Timothy Costa,ayol,69,Avtokredit,382689390,12.82,60,2022-11-20,Jarayonda,Talaba,51509043,Andijon,Shahrixon,337056,3,228,20126
7155,Xorazm viloyati - Xiva,f34df85d-928d-4022-b427-de7ee5e90adc,Jennifer Payne,ayol,42,Biznes,72444934,12.45,24,2024-01-08,Jarayonda,Talaba,46470691,Jizzax,Do‘stlik,92508,2,249,6524
7156,Samarqand viloyati - Kattaqo‘rg‘on,9991de0c-c3e3-4702-a420-f407e794bd74,Matthew Morrison,erkak,21,Biznes,181786473,17.83,60,2022-03-06,Kechikkan,Boshqaruvchi,81436933,Andijon,Asaka,302451,4,236,42183
7157,Navoiy viloyati - Qiziltepa,1807582f-12ac-4443-8dc7-fc7763e432ea,Lisa Sims,erkak,26,Fermerlik,101822888,14.09,48,2021-02-14,Kechikkan,Tadbirkor,50283297,Sirdaryo,Sirdaryo,115267,1,238,4878
7158,Buxoro viloyati - Kogon,c3a7af5a-d43b-42f0-b911-fe1b8e209cfd,Michael Alexander,ayol,35,Ipoteka,457557189,12.64,48,2021-06-25,To'langan,Talaba,46003518,Andijon,Asaka,302451,4,236,42183
7159,Navoiy viloyati - Zarafshon,9339fcfb-7478-4a8b-83dd-36bb0d9e1788,Amy Martin,erkak,29,Ipoteka,23157656,21.19,48,2024-12-16,To'langan,Fermer,66125381,Fargʻona,Qo‘qon,283539,4,211,26120
7160,Navoiy viloyati - Zarafshon,6344e116-239d-45cd-837a-a5f33727b365,Dawn Smith,ayol,45,Biznes,286538142,17.13,12,2021-09-08,To'langan,Tadbirkor,63681043,Andijon,Shahrixon,337056,4,228,20126
7161,Jizzax viloyati - Jizzax,1d9e25d6-653b-43f1-92f0-a2d970b88046,Brittany Ramos,erkak,55,Ta'lim,408557203,12.22,72,2022-04-11,To'langan,O'qituvchi,43602883,Surxondaryo,Sherobod,218888,2,257,13143
7162,Xorazm viloyati - Xiva,4d84e1bb-c0cb-40cd-a695-bfd725806956,Howard Rivera,ayol,44,Avtokredit,461299622,14.09,24,2022-08-07,Jarayonda,O'qituvchi,59174909,Jizzax,G‘allaorol,17080,1,240,1129
7163,Jizzax viloyati - G‘allaorol,92ea7e4e-97b0-466b-a157-14e3964c69cb,Alexander Davis,ayol,32,Ipoteka,471180220,21.18,12,2021-09-11,Jarayonda,Talaba,93803289,Fargʻona,Marg‘ilon,251803,4,266,15042
7164,Farg‘ona viloyati - Qo‘qon,306571c8-f3cb-4002-8b7b-55dbf9499a80,Christine Smith,ayol,26,Ta'lim,40229410,18.52,12,2021-05-24,To'langan,Fermer,73762357,Xorazm,Xiva,26077,1,243,1762
7165,Xorazm viloyati - Xiva,be41f2c3-c9a4-4125-9c2a-d981b688bd17,Jennifer Carter,ayol,48,Avtokredit,208023191,23.15,72,2024-07-07,Kechikkan,Ishchi,35092913,Samarqand,Kattaqo‘rg‘on,216959,2,117,23327
7166,Navoiy viloyati - Zarafshon,67fd3381-a879-431d-a064-5b3650069ea9,Tasha Morton,erkak,54,Avtokredit,141530195,10.16,36,2021-09-06,To'langan,Ishchi,11672630,Jizzax,G‘allaorol,17080,1,240,1129
7167,Toshkent shahri,201d9c59-c074-4d53-bd86-80f29bdf43a5,Carol Lopez,erkak,35,Ipoteka,476403147,14.94,72,2024-05-08,To'langan,Tadbirkor,17768321,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
7168,Jizzax viloyati - Jizzax,ea6ae165-76aa-4c05-84c0-492f7aaf9685,John Vazquez,ayol,65,Biznes,449394430,14.23,72,2021-01-18,To'langan,Talaba,28173980,Jizzax,G‘allaorol,17080,1,240,1129
7169,Farg‘ona viloyati - Farg‘ona,e76ab95a-54a1-45e7-8a3b-b879dc8c5914,Deanna Reynolds,erkak,42,Ipoteka,166976379,19.1,24,2025-01-20,Kechikkan,Ishchi,66649328,Jizzax,Jizzax,78543,2,235,3949
7170,Toshkent shahri,2b4ae4d8-78e7-4ca5-9d12-fc3bd19aaeab,Dean Sharp,erkak,48,Fermerlik,435521472,22.83,36,2023-07-21,Kechikkan,Boshqaruvchi,98174109,Fargʻona,Qo‘qon,283539,3,211,26120
7171,Andijon viloyati - Asaka,df96a1cc-a28d-41bd-892f-2be6b1e91f84,Tina Hill,erkak,44,Biznes,451864963,11.18,72,2025-08-18,Jarayonda,Fermer,5922882,Fargʻona,Marg‘ilon,251803,3,266,15042
7172,Farg‘ona viloyati - Farg‘ona,3da6e841-0b11-459a-89f5-06f893172ff7,Eric Baker,erkak,45,Biznes,141476540,15.81,36,2023-09-04,Kechikkan,O'qituvchi,617604,Buxoro,Kogon,49512,1,236,4431
